idposition,idcollar,acquisitiontime,scts,origincode,ecefx,ecefy,ecefz,latitude,longitude,height,dop,idfixtype,positionerror,satcount,ch01satid,ch01satcnr,ch02satid,ch02satcnr,ch03satid,ch03satcnr,ch04satid,ch04satcnr,ch05satid,ch05satcnr,ch06satid,ch06satcnr,ch07satid,ch07satcnr,ch08satid,ch08satcnr,ch09satid,ch09satcnr,ch10satid,ch10satcnr,ch11satid,ch11satcnr,ch12satid,ch12satcnr,idmortalitystatus,activity,mainvoltage,backupvoltage,temperature,transformedx,transformedy
59000385,1000001,2018-03-15T07:56:25,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,22,NA,NA
59000395,1000001,2018-03-15T10:56:25,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59000429,1000001,2018-03-16T12:01:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59000435,1000001,2018-03-18T14:06:33,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,18,NA,NA
59000448,1000001,2018-03-19T01:01:22,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,17,NA,NA
59000476,1000001,2018-07-09T14:35:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.4,3.4,27,NA,NA
59000497,1000001,2018-07-09T15:09:46,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000542,1000001,2018-07-09T15:48:56,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000577,1000001,2018-07-09T16:26:34,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000588,1000001,2018-07-09T16:48:24,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000788,1000001,2016-08-09T14:27:47,2018-07-10T09:30:45,C,3789024,911440,5032203,52.4307579815436,13.5253869782254,41,2,5,NA,5,8,41,18,41,11,38,15,35,32,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.36,3.36,28,NA,NA
59000946,1000001,2000-01-01T01:31:43,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.04,22,NA,NA
59000949,1000001,2000-01-01T01:33:51,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.2,24,NA,NA
59000956,1000001,2000-01-01T02:31:43,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.12,23,NA,NA
59000970,1000001,2000-01-01T05:27:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.16,23,NA,NA
59000972,1000001,2000-01-01T05:57:02,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.18,23,NA,NA
59001022,1000001,2017-09-25T12:21:54,2018-07-10T09:30:45,C,3789030,911472,5032186,52.4305699707952,13.5258237665348,36,1.8,5,NA,10,1,41,10,44,11,44,27,41,28,38,32,44,14,41,22,44,8,44,24,32,NA,NA,NA,NA,1,0,3.4,3.4,23,NA,NA
59001034,1000001,2017-09-25T14:17:07,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.52,3.52,23,NA,NA
59001037,1000001,2017-09-25T14:30:08,2018-07-10T09:30:45,C,3789037,911475,5032193,52.4305548507433,13.5258425794194,46,1.6,5,NA,10,1,44,3,47,11,44,14,44,17,44,19,41,23,44,31,44,32,44,22,35,NA,NA,NA,NA,1,0,3.5,3.52,25,NA,NA
59001046,1000001,2017-09-26T11:39:09,2018-07-10T09:30:45,C,3789034,911472,5032186,52.4305422692128,13.5258100122382,38,2.4,5,NA,8,8,44,11,44,27,41,10,41,32,44,14,38,28,38,18,38,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.4,25,NA,NA
59001055,1000001,2017-10-12T19:49:06,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,1.66,19,NA,NA
59001060,1000001,2017-10-13T00:28:49,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,1.6,18,NA,NA
59001069,1000001,2017-10-13T09:04:02,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.1,23,NA,NA
59001077,1000001,2017-10-13T12:14:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,2.16,23,NA,NA
59001086,1000001,2018-03-12T22:06:09,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,20,NA,NA
59001093,1000001,2018-03-13T03:48:31,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,19,NA,NA
59001107,1000001,2018-03-13T11:54:12,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59001115,1000001,2018-03-14T19:29:30,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,20,NA,NA
59001121,1000001,2018-03-15T00:41:28,2018-07-10T09:30:45,C,3789049,911481,5032188,52.4304343537583,13.5258870821182,50,4,5,NA,5,1,29,8,29,10,29,11,29,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,19,NA,NA
59001128,1000001,2018-03-15T07:26:24,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,21,NA,NA
59000475,1000001,2018-07-09T14:12:02,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.36,3.38,26,NA,NA
59000492,1000001,2018-07-09T15:04:09,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,27,NA,NA
59000552,1000001,2018-07-09T16:02:51,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000579,1000001,2018-07-09T16:29:22,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000590,1000001,2018-07-09T16:53:54,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000786,1000001,2016-07-12T09:49:23,2018-07-10T09:30:45,C,3789022,911450,5032200,52.4307387353576,13.5255367991348,39,2,5,NA,7,29,41,31,41,2,38,12,44,32,35,24,38,25,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.36,3.38,29,NA,NA
59000791,1000001,2016-08-19T07:16:17,2018-07-10T09:30:45,C,3789018,911446,5032199,52.4307676213439,13.5254933756069,35,2.6,5,NA,7,29,38,2,38,12,38,14,38,25,38,31,35,32,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.36,3.36,25,NA,NA
59000950,1000001,2000-01-01T01:57:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.12,23,NA,NA
59000960,1000001,2000-01-01T03:27:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.08,23,NA,NA
59000968,1000001,2000-01-01T05:01:43,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.06,23,NA,NA
59000976,1000001,2000-01-01T06:34:13,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,25,NA,NA
59001025,1000001,2017-09-25T13:21:08,2018-07-10T09:30:45,C,3789038,911469,5032194,52.4305634003309,13.5257533750779,46,1.4,5,NA,9,1,41,3,44,8,44,11,38,14,44,17,41,22,41,32,47,10,29,NA,NA,NA,NA,NA,NA,1,0,3.4,3.4,23,NA,NA
59001032,1000001,2017-09-25T14:00:39,2018-07-10T09:30:45,C,3789035,911472,5032188,52.4305463025464,13.5258065736683,40,2,5,NA,9,3,41,14,44,22,41,31,47,32,41,11,44,17,44,19,41,1,41,NA,NA,NA,NA,NA,NA,1,0,0.38,3.5,24,NA,NA
59001042,1000001,2017-09-26T11:20:26,2018-07-10T09:30:45,C,3789038,911477,5032190,52.4305281553978,13.5258677294198,44,2,5,NA,7,8,44,18,41,11,41,14,35,10,44,28,35,32,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.42,22,NA,NA
59001048,1000001,2017-09-26T11:45:08,2018-07-10T09:30:45,C,3789037,911471,5032192,52.4305560351412,13.5257854022351,45,2.4,5,NA,8,8,44,10,44,27,41,28,38,32,41,11,35,14,41,18,38,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.42,23,NA,NA
59001058,1000001,2017-10-12T22:56:24,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,1.6,18,NA,NA
59001062,1000001,2017-10-13T02:33:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,1.58,18,NA,NA
59001068,1000001,2017-10-13T08:34:03,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.1,23,NA,NA
59001078,1000001,2017-10-13T12:44:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.14,23,NA,NA
59001089,1000001,2018-03-13T00:11:08,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,20,NA,NA
59001094,1000001,2018-03-13T04:51:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,19,NA,NA
59001101,1000001,2018-03-13T08:54:12,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59001110,1000001,2018-03-13T13:24:12,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59001117,1000001,2018-03-14T21:34:23,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,19,NA,NA
59000460,1000001,2000-01-01T04:07:15,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.4,25,NA,NA
59000470,1000001,2000-01-01T05:01:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.42,28,NA,NA
59000487,1000001,2000-01-01T05:42:06,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,24,NA,NA
59000502,1000001,2018-07-10T04:15:31,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,27,NA,NA
59000510,1000001,2000-01-01T06:37:24,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.4,25,NA,NA
59000517,1000001,2000-01-01T07:31:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59000521,1000001,2000-01-01T09:58:55,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,26,NA,NA
59000534,1000001,2000-01-01T14:31:21,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,25,NA,NA
59000549,1000001,2000-01-01T16:54:26,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,22,NA,NA
59000560,1000001,2018-07-10T04:55:35,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,24,NA,NA
59000568,1000001,2018-07-10T05:30:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,20,NA,NA
59000584,1000001,2000-01-01T18:01:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.36,3.36,19,NA,NA
59000601,1000001,2018-07-09T17:36:08,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000609,1000001,2000-01-01T19:01:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.36,3.36,19,NA,NA
59000616,1000001,2000-01-01T20:01:40,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.36,3.38,21,NA,NA
59000624,1000001,2000-01-01T22:08:44,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.4,27,NA,NA
59000632,1000001,2018-07-09T18:41:43,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000427,1000001,2000-01-01T03:31:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.4,27,NA,NA
59000467,1000001,2000-01-01T04:31:40,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.4,26,NA,NA
59000481,1000001,2018-07-10T03:51:14,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,27,NA,NA
59000489,1000001,2000-01-01T06:06:53,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.4,26,NA,NA
59000503,1000001,2018-07-10T04:18:12,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,27,NA,NA
59000511,1000001,2000-01-01T06:42:06,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,22,NA,NA
59000519,1000001,2000-01-01T08:44:30,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,23,NA,NA
59000530,1000001,2000-01-01T12:01:22,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,25,NA,NA
59000545,1000001,2000-01-01T15:31:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.36,3.36,19,NA,NA
59000559,1000001,2018-07-10T04:47:47,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,27,NA,NA
59000567,1000001,2018-07-10T05:22:45,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,22,NA,NA
59000576,1000001,2018-07-10T05:47:14,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,21,NA,NA
59000599,1000001,2018-07-09T17:31:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.44,3.44,-103,NA,NA
59000607,1000001,2000-01-01T18:56:53,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,21,NA,NA
59000615,1000001,2018-07-09T18:07:20,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000623,1000001,2018-07-09T18:10:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000631,1000001,2018-07-09T18:39:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
